FID,osm_id,man_made,operator,ref,name,owner,location,colour,ref-FR-PTT,ref-FR-Orange,street_cabinet,telecom,telecom-medium,ref-FR-SFR,description,note,source,osm_version,osm_timestamp,the_geom,osm_original_geom,osm_type
telecom_exchange_point.90723012,90723012,telephone_office,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2010,8,2022-06-10T09:41:04Z,POINT (451584.75000790635 6315896.015677142),"SRID=3857;POLYGON((451553.1096608056 6315875.132882502,451577.53315708565 6315861.577662163,451578.3791852156 6315863.0951637365,451580.0155817304 6315866.044914759,451586.4498482981 6315877.622271247,451583.8449722136 6315879.071573255,451586.1047578767 6315883.129620201,451589.377550906 6315881.3222545115,451613.7453874407 6315925.193608584,451597.6151932248 6315934.145234365,451575.75204523304 6315894.758152114,451573.9931972784 6315891.603783367,451570.97643907793 6315886.181682009,451562.00408812 6315891.1604667725,451553.1096608056 6315875.132882502))",way
telecom_exchange_point.90726967,90726967,,Orange,,,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2023,6,2023-12-08T22:45:04Z,POINT (735453.5101015461 5951366.19292584),"SRID=3857;POLYGON((735422.5867898082 5951383.789832002,735464.665557328 5951342.629501903,735468.4838158622 5951346.420361808,735470.9439766089 5951344.116433824,735469.8530455991 5951342.6948615415,735474.6509156523 5951337.841909637,735476.1092009817 5951339.247141225,735476.7103262319 5951338.675244621,735479.8829317194 5951335.717722785,735485.0481560923 5951340.243875394,735484.6696698236 5951340.685052849,735486.127955153 5951342.090284895,735475.474679884 5951353.675287955,735477.0331527552 5951355.243921429,735435.2994756568 5951396.58405124,735422.5867898082 5951383.789832002))",way
telecom_exchange_point.90733425,90733425,telephone_office,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2010,7,2022-06-10T09:41:04Z,POINT (451349.6539748457 6319849.359269087),"SRID=3857;POLYGON((451334.0329029245 6319876.240711051,451337.63965442614 6319865.630199733,451334.3334655496 6319864.521385014,451350.33007637656 6319817.371306566,451367.42875016236 6319823.171229613,451352.211375771 6319867.9842991615,451351.52119492815 6319870.031342676,451354.5602170267 6319871.054864618,451350.8755418815 6319881.9212636,451340.84565576096 6319878.509519872,451340.47830144136 6319879.618336432,451337.9847448475 6319878.782459318,451338.35209916724 6319877.707760294,451334.0329029245 6319876.240711051))",way
telecom_exchange_point.90740704,90740704,telephone_office,Orange,,Central téléphonique,,,,,,,exchange,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,7,2024-09-26T12:53:50Z,POINT (240451.75745174117 6222863.728114427),"SRID=3857;POLYGON((240417.70614165007 6222873.566458129,240429.50600767415 6222859.906555767,240435.85121864936 6222865.30305778,240439.52476184556 6222861.255680946,240423.38343568053 6222847.258517615,240444.75677791287 6222822.637057385,240489.39589372097 6222862.098884293,240452.5491422684 6222903.921875397,240417.70614165007 6222873.566458129))",way
telecom_exchange_point.90818441,90818441,,Orange,,Central téléphonique,,,,,,,exchange,copper,,,,survey,9,2025-02-19T23:10:17Z,POINT (-107369.12583623281 5770264.421382876),"SRID=3857;POLYGON((-107387.35241998277 5770282.217323307,-107373.21484465203 5770279.8162893,-107379.13704156222 5770240.615499301,-107380.56193104437 5770231.1554734185,-107363.97532691619 5770228.594385235,-107357.29615746858 5770269.251747391,-107358.52067186731 5770269.251747391,-107357.40747695939 5770277.255187077,-107355.1810871435 5770276.93504935,-107353.06601681844 5770289.100291056,-107385.57130813008 5770294.382572251,-107387.35241998277 5770282.217323307))",way
telecom_exchange_point.90903175,90903175,,Orange,,Central Téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,9,2020-02-22T22:53:23Z,POINT (675439.6712120372 5550998.703587471),"SRID=3857;POLYGON((675393.0504418269 5550995.154163581,675407.7446146116 5550983.282346895,675417.5184659032 5550994.685538946,675418.7652442 5550996.403829399,675446.7843600329 5550973.628696862,675464.5175549162 5550959.226344827,675474.3470659533 5550971.363683369,675484.8890217313 5550984.375803047,675467.2448824405 5550998.325190925,675447.8196312971 5551013.696097762,675442.031017776 5551018.273008986,675443.2221363274 5551019.725749208,675444.5913660642 5551021.397181792,675446.3724779168 5551019.835095256,675446.5951168985 5551019.522677979,675447.3743533341 5551019.366469347,675448.2649092603 5551019.210260715,675448.7101872235 5551019.366469347,675449.7120626407 5551020.14751254,675450.3799795854 5551020.928555803,675450.8252575486 5551022.178225163,675450.3799795854 5551023.740312101,675429.6745542978 5551040.298450168,675393.0504418269 5550995.154163581))",way
telecom_exchange_point.90905106,90905106,telephone_office,Orange,,Central téléphonique,,,,,,,exchange,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,5,2022-05-03T12:20:03Z,POINT (561485.1819713283 5473540.7541984),"SRID=3857;POLYGON((561470.4090160979 5473548.778464293,561477.6113871523 5473534.187926418,561471.1325927882 5473530.888795274,561479.0808044308 5473515.554821027,561491.1144413856 5473522.230517776,561493.3185673032 5473523.763915163,561484.9807374428 5473538.943014237,561503.537696558 5473549.1966647655,561499.0515210791 5473558.3351242915,561496.6915478742 5473563.105713559,561470.4090160979 5473548.778464293))",way
telecom_exchange_point.90951838,90951838,,Orange,,Central téléphonique,Orange,,,04209SIS,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,6,2024-08-19T22:47:21Z,POINT (661361.669421548 5495716.75825076),"SRID=3857;POLYGON((661342.170730511 5495721.5845612055,661370.1007907509 5495699.164410549,661381.2550037284 5495713.060550084,661372.483027854 5495720.109549606,661371.6036038767 5495719.007172672,661352.4455195111 5495734.393882469,661342.170730511 5495721.5845612055))",way
telecom_exchange_point.91098792,91098792,,Orange,,NRA,,,,,,,exchange,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,7,2021-10-16T07:40:55Z,POINT (720281.954811251 5965210.546264503),"SRID=3857;POLYGON((720273.8408644417 5965206.045256228,720288.9803151897 5965204.408661652,720290.0935100976 5965214.882872267,720275.0653788405 5965216.846788161,720273.8408644417 5965206.045256228))",way
telecom_exchange_point.91148416,91148416,,Orange,,Orange,Orange,,,04094GRE,,,exchange,copper,,,,ANFR Opendata,4,2022-04-12T08:53:37Z,POINT (655147.361499709 5428076.348170621),"SRID=3857;POLYGON((655139.9273773201 5428080.898765848,655140.0943565563 5428071.54336788,655154.7996612901 5428071.805380544,655154.632682054 5428081.145366252,655139.9273773201 5428080.898765848))",way
telecom_exchange_point.91160731,91160731,,Orange,,Orange,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,9,2022-05-30T13:29:23Z,POINT (525093.4794468754 6403750.0721519245),"SRID=3857;POLYGON((525065.2063237559 6403721.335970441,525072.5534101484 6403720.129862844,525078.119384688 6403719.268357527,525078.8986211235 6403723.403583866,525113.9642607234 6403718.751454378,525121.756625079 6403769.752719098,525115.4114141038 6403770.6142296195,525116.3464978264 6403777.265093851,525102.4983531716 6403779.401642036,525074.7797999642 6403783.536898131,525065.2063237559 6403721.335970441))",way
telecom_exchange_point.91285414,91285414,,SFR,,POP SFR,,,,,,,exchange,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,4,2019-08-10T20:55:31Z,POINT (349490.68602418405 5754059.48106029),"SRID=3857;POLYGON((349477.8565497833 5754049.901464628,349503.4600326658 5754049.7416878855,349503.4600326658 5754069.0746945115,349477.96786927414 5754069.2344716005,349477.8565497833 5754049.901464628))",way
telecom_exchange_point.91290538,91290538,,Orange,,Central téléphonique,,,,63164GEZ,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,5,2019-07-01T18:25:55Z,POINT (349776.3591180662 5752219.427833597),"SRID=3857;POLYGON((349770.4041715881 5752213.297708703,349782.2040376122 5752212.978221215,349782.2040376122 5752223.201826492,349782.2040376122 5752225.597985676,349770.62681056967 5752225.917473618,349770.4041715881 5752213.297708703))",way
telecom_exchange_point.91359727,91359727,,Orange,,Orange,,,,04018BAN,,,exchange,copper,,NRA_BANON,,PACA THD,3,2024-07-29T12:07:31Z,POINT (626749.0601058012 5471585.61481267),"SRID=3857;POLYGON((626739.7315318206 5471580.767819439,626745.1973188185 5471575.827919563,626758.3886784776 5471590.46179997,626752.9228914796 5471595.4017077265,626739.7315318206 5471580.767819439))",way
telecom_exchange_point.91361536,91361536,telephone_office,Orange,,,,,,04208SIM,,,exchange,,,,,ANFR Opendata,3,2020-01-13T17:16:15Z,POINT (619698.1087827359 5462104.447892049),"SRID=3857;POLYGON((619689.5898811556 5462102.168405918,619700.3322120172 5462095.918688426,619706.632895196 5462106.716470333,619695.8794323853 5462112.981664793,619689.5898811556 5462102.168405918))",way
telecom_exchange_point.91452333,91452333,,Orange,,,Orange,,,84081MRE,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,2,2018-10-11T20:33:15Z,POINT (545914.5955429793 5456522.68545763),"SRID=3857;POLYGON((545906.7530846469 5456528.908192313,545908.4340089579 5456514.793019937,545922.4380008997 5456516.462721564,545920.7570765887 5456530.577896503,545906.7530846469 5456528.908192313))",way
telecom_exchange_point.91469395,91469395,telephone_office,Orange,,Central téléphonique,,,,,,,exchange,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,6,2024-04-18T14:14:24Z,POINT (217389.726666769 5360309.130768629),"SRID=3857;POLYGON((217370.78668475547 5360303.562721853,217405.1844074106 5360299.278689374,217409.9711455147 5360314.272811685,217372.90175508053 5360319.015855408,217371.23196271862 5360306.316743773,217370.78668475547 5360303.562721853))",way
telecom_exchange_point.91519514,91519514,,Orange,,,,,,04201SAE,,,exchange,copper,,NRA_SAUMANE,,PACA THD,2,2018-10-28T21:10:00Z,POINT (633484.7464582853 5479429.098073682),"SRID=3857;POLYGON((633481.6963041736 5479429.6482823165,633483.2659089937 5479426.378027103,633487.796612269 5479428.547864554,633486.2270074488 5479431.818120543,633481.6963041736 5479429.6482823165))",way
telecom_exchange_point.91526155,91526155,,Orange,,,,,,04178SET,,,exchange,copper,,NRA_SAINT ETIENNE LES ORGUES,,PACA THD,2,2018-10-28T21:10:00Z,POINT (643572.9548606005 5471979.523445199),"SRID=3857;POLYGON((643564.8154051448 5471983.897391085,643571.5168384905 5471970.393378688,643581.0903146988 5471975.147656015,643574.4000133021 5471988.6516754115,643564.8154051448 5471983.897391085))",way
telecom_exchange_point.91932835,91932835,,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2021,5,2023-03-08T21:03:44Z,POINT (801645.0686315945 5417133.294133019),"SRID=3857;POLYGON((801641.0415479324 5417135.654131017,801642.655680549 5417129.465642427,801649.0120234733 5417130.7279706085,801647.4758145002 5417137.255133717,801641.0415479324 5417135.654131017))",way
telecom_exchange_point.91961053,91961053,telephone_office,Orange,,,,,,84138VAL,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2020;ANFR Opendata,3,2020-11-01T07:22:46Z,POINT (555564.121502729 5525563.481912588),"SRID=3857;POLYGON((555553.3439344214 5525569.640582686,555555.7929632189 5525553.829676508,555574.8842558899 5525557.318977581,555572.4686229397 5525573.129889811,555553.3439344214 5525569.640582686))",way
telecom_exchange_point.92047386,92047386,telephone_office,Orange,,Central téléphonique,,,,,,,exchange,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,7,2024-07-28T20:51:43Z,POINT (335364.3634699479 5339968.6474608425),"SRID=3857;POLYGON((335340.28121903766 5339955.508816846,335352.1924045525 5339944.058790622,335388.4491627039 5339981.798130284,335376.537977189 5339993.232936099,335340.28121903766 5339955.508816846))",way
telecom_exchange_point.92052987,92052987,,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,4,2024-07-28T20:51:43Z,POINT (333166.8031845748 5340097.566361665),"SRID=3857;POLYGON((333127.8063395213 5340045.781316231,333158.7531579618 5340043.796624787,333161.42482574086 5340087.765272716,333197.6036602487 5340085.169895376,333197.8262992303 5340087.307264898,333203.05831529753 5340086.543918582,333202.835676316 5340081.811172832,333222.761865168 5340080.131812015,333224.0976990575 5340099.520814422,333203.9488712239 5340101.505517731,333203.9488712239 5340098.9101365665,333198.2715771934 5340099.520814422,333200.4979670093 5340131.276118095,333136.4892598032 5340136.161559032,333133.5949530426 5340089.90264283,333157.86260203546 5340088.223280556,333156.74940712756 5340073.414371767,333129.58745137404 5340075.399069519,333127.8063395213 5340045.781316231))",way
telecom_exchange_point.92119857,92119857,telephone_office,Orange,,,Orange,,,29037STM,,,exchange,copper,,,,Survey;ANFR Open Data,4,2020-02-05T19:30:19Z,POINT (-460117.8531714513 6086346.401365519),"SRID=3857;POLYGON((-460126.09081357357 6086341.837253463,-460110.6174043533 6086340.509512706,-460109.61552893603 6086350.965476716,-460125.0889381563 6086352.293219087,-460126.09081357357 6086341.837253463))",way
telecom_exchange_point.92176921,92176921,,Orange,,,,,,,,,exchange,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,5,2019-10-12T19:23:49Z,POINT (489036.06368138816 5528543.718158252),"SRID=3857;POLYGON((489028.649257125 5528547.081482901,489036.1633227535 5528535.550551702,489041.562318057 5528539.103323545,489043.47701329854 5528540.349910484,489035.97407961916 5528551.880847749,489028.649257125 5528547.081482901))",way
telecom_exchange_point.92185449,92185449,,Orange,,,,,,,,,exchange,,,,,extraction vectorielle v1 cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2010,5,2021-04-12T20:43:55Z,POINT (445708.16859838687 6167226.921521444),"SRID=3857;POLYGON((445693.8082629016 6167227.5609711325,445707.5450880656 6167212.565966848,445722.52869152627 6167226.2708971,445708.7918663624 6167241.282679696,445693.8082629016 6167227.5609711325))",way
telecom_exchange_point.92268419,92268419,,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,4,2020-02-19T21:21:24Z,POINT (532256.4974747505 5459307.803321428),"SRID=3857;POLYGON((532228.604424354 5459345.589389581,532254.6086574034 5459260.872718833,532284.3866211905 5459270.012431591,532258.3935200903 5459354.72918661,532228.604424354 5459345.589389581))",way
telecom_exchange_point.92292705,92292705,,Orange,HRT63,,,,,63175HRT,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010 + calage CRAIG,4,2021-01-24T02:06:02Z,POINT (286123.0947539777 5740567.300211819),"SRID=3857;POLYGON((286113.06580619566 5740567.792241937,286126.2237700074 5740557.757506965,286133.1255784366 5740566.819079544,286119.9564826758 5740576.837871229,286113.06580619566 5740567.792241937))",way
telecom_exchange_point.92520571,92520571,,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,6,2025-02-19T23:10:17Z,POINT (-121040.33242349999 5778395.435623325),"SRID=3857;POLYGON((-121050.13899054613 5778390.259720076,-121035.22217877982 5778385.29304706,-121030.6580796573 5778400.833936403,-121045.352252442 5778405.480186958,-121050.13899054613 5778390.259720076))",way
telecom_exchange_point.92538438,92538438,,Orange,,,Orange,,,29006BEN,,,exchange,copper,,,,extraction vectorielle v1 cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2010,2,2019-01-29T18:14:24Z,POINT (-457512.4064788321 6086547.795790228),"SRID=3857;POLYGON((-457517.6970331018 6086555.224453883,-457516.98458836076 6086539.905277225,-457507.11054952734 6086540.369997244,-457507.8341262176 6086555.6891747285,-457517.6970331018 6086555.224453883))",way
